	Inflected_Word	Lemma
716	অত্যাবশ্যকীয়তা	অত্যাবশ্যক
717	অথচ	অথচ
718	অথবা	অথবা
719	অথরিটির	অথরিটি
720	অদক্ষ	অদক্ষ
721	অদক্ষতা	অদক্ষ
722	অদক্ষতাই	অদক্ষ
723	অদক্ষতাও	অদক্ষ
724	অদক্ষতাকে	অদক্ষ
725	অদক্ষতাকেই	অদক্ষ
726	অদক্ষতাপূর্ণ	অদক্ষ
727	অদক্ষতায়	অদক্ষ
728	অদরকারে	অদরকার
729	অদলবদল	অদলবদল
730	অদলবদলে	অদলবদল
731	অদলবদলেই	অদলবদল
732	অদলবদলের	অদলবদল
733	অদলবদলেরই	অদলবদল
734	অদিতি	অদিতি
735	অদিতিও	অদিতি
736	অদিতিকে	অদিতি
737	অদিতিনন্দন	অদিতি
738	অদিতির	অদিতি
739	অদিতের	অদিতি
740	অদূরদর্শিতার	অদূরদর্শি
741	অদূরবর্তী	অদূরবর্তী
742	অদূরে	দূর
743	অদৃশ্য	অদৃশ্য
744	অদৃশ্যই	অদৃশ্য
745	অদৃশ্যপূর্ব	অদৃশ্য
746	অদৃশ্যভাবে	অদৃশ্য
747	অদৃশ্যমান	অদৃশ্য
748	অদৃশ্যমানতা	অদৃশ্য
749	অদৃশ্যমানতার	অদৃশ্য
750	অদৃশ্যময়তায়ই	অদৃশ্য
751	অদৃশ্যলোকে	অদৃশ্য
752	অদৃষ্ট	অদৃষ্ট
753	অদৃষ্টক্রমে	অদৃষ্ট
754	অদৃষ্টপূর্ব	অদৃষ্ট
755	অদৃষ্টবাদ	অদৃষ্ট
756	অদৃষ্টবাদই	অদৃষ্ট
757	অদৃষ্টবাদী	অদৃষ্ট
758	অদৃষ্টলিপি	অদৃষ্ট
759	অদৃষ্টে	অদৃষ্ট
760	অদৃষ্টের	অদৃষ্ট
761	অদ্বৈত	অদ্বৈত
762	অদ্বৈতচন্দ্র	অদ্বৈত
763	অদ্বৈতবাদ	অদ্বৈত
764	অদ্বৈতবাদী	অদ্বৈত
765	অদ্বৈতর	অদ্বৈত
766	অদ্বৈতাচার্য	অদ্বৈত
767	অদ্বয়	অদ্বয়
768	অদ্বয়বাদ	অদ্বয়
769	অদ্বয়বাদই	অদ্বয়
770	অদ্বয়বাদী	অদ্বয়
771	অদ্ভুত	অদ্ভুত
772	অদ্য	অদ্য
773	অধঃপতন	অধঃপতন
774	অধঃপতনে	অধঃপতন
775	অধঃপতনের	অধঃপতন
776	অধঃপতিত	অধঃপতন
777	অধঃপাত	অধঃপতন
778	অধঃপাতেই	অধঃপতন
779	অধরের	অধর
780	অধর্ম	অধর্ম
781	অধর্মচারী	অধর্ম
782	অধর্মপরায়ণ	অধর্ম
783	অধর্মাচরণ	অধর্ম
784	অধর্মাচারী	অধর্ম
785	অধর্মিক	অধর্ম
786	অধর্মী	অধর্ম
787	অধর্মের	অধর্ম
788	অধস্তন	অধস্তন
789	অধস্তনকে	অধস্তন
790	অধস্তনতা	অধস্তন
791	অধস্তনতার	অধস্তন
792	অধস্তনতায়	অধস্তন
793	অধস্তনদের	অধস্তন
794	অধস্তনরা	অধস্তন
795	অধস্তনের	অধস্তন
796	অধস্তনেরা	অধস্তন
797	অধাতু	অধাতু
798	অধাতুকে	অধাতু
799	অধাতুকেই	অধাতু
800	অধাতুর	অধাতু
801	অধাতুরই	অধাতু
802	অধিক	অধিক
803	অধিককাল	অধিক
804	অধিককালের	অধিক
805	অধিকতর	অধিক
806	অধিকন্তু	অধিক
807	অধিকবার	অধিক
808	অধিকমাত্রায়	অধিক
809	অধিকরণ	অধিক
810	অধিকরণে	অধিক
811	অধিকর্তা	অধিকর্তা
812	অধিকর্তাকে	অধিকর্তা
813	অধিকর্তারা	অধিকর্তা
814	অধিকাংশ	অধিকাংশ
815	অধিকার	অধিকার
816	অধিকারই	অধিকার
817	অধিকারও	অধিকার
818	অধিকারকর্মী	অধিকার
819	অধিকারকর্মীদের	অধিকার
820	অধিকারকর্মীরা	অধিকার
821	অধিকারকামী	অধিকার
822	অধিকারকে	অধিকার
823	অধিকারকেই	অধিকার
824	অধিকারিণী	অধিকার
825	অধিক্ষেত্র	অধিক্ষেত্র
826	অধিক্ষেত্রসম্পন্ন	অধিক্ষেত্র
827	অধিক্ষেত্রে	অধিক্ষেত্র
828	অধিক্ষেত্রের	অধিক্ষেত্র
829	অধিগ্রহণ	অধিগ্রহণ
830	অধিগ্রহণই	অধিগ্রহণ
831	অধিগ্রহণকারী	অধিগ্রহণ
832	অধিগ্রহণকারীদের	অধিগ্রহণ
833	অধিগ্রহণকৃত	অধিগ্রহণ
834	অধিগ্রহণকে	অধিগ্রহণ
835	অধিদপ্তরের	অধিদপ্তর
836	অধিনায়ক	অধিনায়ক
837	অধিনায়কই	অধিনায়ক
838	অধিনায়কও	অধিনায়ক
839	অধিনায়ককে	অধিনায়ক
840	অধিনায়ককেই	অধিনায়ক
841	অধিনায়ককেও	অধিনায়ক
842	অধিনায়কটি	অধিনায়ক
843	অধিনায়কটির	অধিনায়ক
844	অধিপতি	অধিপতি
845	অধিপতিকে	অধিপতি
846	অধিপতির	অধিপতি
847	অধিপতিরা	অধিপতি
848	অধিপত্য	অধিপতি
849	অধিপত্যের	অধিপতি
850	অধিবর্ষ	অধিবর্ষ
851	অধিবর্ষকে	অধিবর্ষ
852	অধিবর্ষে	অধিবর্ষ
853	অধিবর্ষের	অধিবর্ষ
854	অধিবর্ষেরই	অধিবর্ষ
855	অধিবাসী	অধিবাসী
856	অধিবাসীই	অধিবাসী
857	অধিবাসীকে	অধিবাসী
858	অধিবাসীদের	অধিবাসী
859	অধিবাসীদেরও	অধিবাসী
860	অধিবাসীর	অধিবাসী
861	অধিবাসীরা	অধিবাসী
862	অধিবেশন	অধিবেশন
863	অধিবেশনই	অধিবেশন
864	অধিবেশনও	অধিবেশন
865	অধিবেশনকক্ষ	অধিবেশন
866	অধিবেশনকক্ষে	অধিবেশন
867	অধিবেশনকক্ষেই	অধিবেশন
868	অধিবেশনকক্ষের	অধিবেশন
869	অধিবেশনকালে	অধিবেশন
870	অধিবেশনে	অধিবেশন
871	অধিবেশনের	অধিবেশন
872	অধিষ্ঠাত্রী	অধিষ্ঠাত্রী
873	অধীন	অধীন
874	অধীনতা	অধীন
875	অধীনতামূলক	অধীন
876	অধীনতার	অধীন
877	অধীনতায়	অধীন
878	অধীনদের	অধীন
879	অধীনরা	অধীন
880	অধীনস্ত	অধীন
881	অধীনস্থ	অধীন
882	অধীনে	অধীনে
883	অধীনেই	অধীনে
884	অধীনেও	অধীনে
885	অধীনেতে	অধীনে
886	অধীনের	অধীনে
887	অধীর	অধীর
888	অধীরই	অধীর
889	অধীরকে	অধীর
890	অধীরচিত্ত	অধীরচিত্ত
891	অধীরতা	অধীর
892	অধোগতি	অধোগতি
893	অধোগতিটা	অধোগতি
894	অধোগতির	অধোগতি
895	অধোগতিশীল	অধোগতি
896	অধোগমন	অধোগতি
897	অধোগামী	অধোগতি
898	অধ্যক্ষ	অধ্যক্ষ
899	অধ্যক্ষই	অধ্যক্ষ
900	অধ্যক্ষও	অধ্যক্ষ
901	অধ্যক্ষকে	অধ্যক্ষ
902	অধ্যক্ষকেই	অধ্যক্ষ
903	অধ্যক্ষকেও	অধ্যক্ষ
904	অধ্যবসায়	অধ্যবসায়
905	অধ্যবসায়ই	অধ্যবসায়
906	অধ্যবসায়শীল	অধ্যবসায়
907	অধ্যবসায়ী	অধ্যবসায়
908	অধ্যবসায়ে	অধ্যবসায়
909	অধ্যবসায়ের	অধ্যবসায়
910	অধ্যাত্ম	অধ্যাত্ম
911	অধ্যাত্মতত্ত্ব	অধ্যাত্ম
912	অধ্যাত্মবাদ	অধ্যাত্ম
913	অধ্যাত্মবাদী	অধ্যাত্ম
914	অধ্যাত্মবাদের	অধ্যাত্ম
915	অধ্যাত্মিকতা	অধ্যাত্ম
916	অধ্যাত্মীয়	অধ্যাত্ম
917	অধ্যাদেশ	অধ্যাদেশ
918	অধ্যাদেশই	অধ্যাদেশ
919	অধ্যাদেশও	অধ্যাদেশ
920	অধ্যাদেশকে	অধ্যাদেশ
921	অধ্যাদেশগুলো	অধ্যাদেশ
922	অধ্যাদেশটা	অধ্যাদেশ
923	অধ্যাদেশটি	অধ্যাদেশ
924	অধ্যাপক	অধ্যাপক
925	অধ্যাপকও	অধ্যাপক
926	অধ্যাপককে	অধ্যাপক
927	অধ্যাপকদের	অধ্যাপক
